Dayahead Market MCPs.

01/01/2023,,All Hours-Ending are Eastern Standard Time (EST)

,,MCP Type, HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
AMIL.BSHPHL3,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.CALRIDGE,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.CC.CSTN,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.CC.GDTWR1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.CC.GDTWR2,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.CLINTO51,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.COG_ACOGG,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.CPW_GS,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.CSTN3,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.CSTNCTG1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.CSTNCTG2,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DEWITT,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.ADM,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.AEMILL,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.AIR,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.ALTON,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.ANNA,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.AREP,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.ASFK,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.CARLE,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.DELTA,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.DF,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.HD,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.ISU,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.JOPPA,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.KTTLR,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.PACTIV,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.PLLA,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.PRIN,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.SIUC,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.SIUE,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.SLGN,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.TARGET,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.DR.VT,Zone 1,DEMREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.FORDCO1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.GBCCTG1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.GBCCTG2,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.GDTOWER1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.GDTOWER2,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.GDTOWER3,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.GDTOWER4,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.GRJ_AGRJ_,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.GSWIND,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.HEN_AMT_P,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.HOOPESTON,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.IOW_AFRYT,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.L69_AHOPK,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.LEGOESR,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.LINCLAND1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.LINCLAND2,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.MECWB_LPC,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.MFSF,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.MULLIGAN,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.NEWTON21,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.NLT_ANEW_,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PEARLG2,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PS1.NIMP,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PS2.NIMP,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSG1.IMEA,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSG1.IMPA,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSG1.LGEP,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSG1.MEUC,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSG1.SIPC,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSG2.IMEA,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSG2.IMPA,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSG2.LGEP,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSG2.MEUC,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSG2.SIPC,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSGC1.AMP,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSGC1.KMP,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSGC1.PPI,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSGC2.AMP,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSGC2.KMP,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PSGC2.PPI,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PTWF,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.PWLFSLR,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.REI2CTGA,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.REI2CTGB,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.REI2CTGC,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.REI2CTGD,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.REI2CTGE,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.REI2CTGF,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.REI2CTGG,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.REI2CTGH,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.RNGDRP,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.RNGPSS,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.SBL_ASIBL,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.SIPC.BGRV,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.SSWE,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.SUGARCRK,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.SWECCTG1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.TBCRSTAT,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.TILTU1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.TILTU2,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.TILTU3,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.TILTU4,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.TRA_ATRAE,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.VIN_AVINT,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.WLBRWEST,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMIL.W_BRCTIPT,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.AUDRN11,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.AUDRN22,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.AUDRN33,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.AUDRN44,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.AUDRN55,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.AUDRN66,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.AUDRN77,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.AUDRN88,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.CALLAWAY1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.CC.KEOKUK,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.CC.OSAGE,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.FGRDCTG1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.GOOSEGEN1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.GOOSEGEN2,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.GOOSEGEN3,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.GOOSEGEN4,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.GOOSEGEN5,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.GOOSEGEN6,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.HIPRAIRIE,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK10,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK11,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK12,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK13,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK14,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK15,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK2,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK3,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK4,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK5,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK6,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK7,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK8,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KEOKUK9,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KMDYCTG1,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
AMMO.KMDYCTG2,Zone 1,GENREGMCP,8.9,8.14,7.84,8.11,9.14,7.91,15,15,15,15,15,15,15,15,14.87,14.65,15,20.36,17.78,17.69,15,14.97,15,14.54
